title,brand,brand_normalized,source_url,ddr_type,form_factor,has_rgb,capacity_gb,speed_mhz,cas_latency,cas_latency_imputed,cas_was_imputed,num_sticks,price_per_gb,price_usd,log_price,scraped_at
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop memory Model CMK16GX5M2E6000Z36,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982324?Item=N82E16820982324,DDR5,DIMM,False,16,6000,36,36,False,2,15.62,249.99,5.525413097700675,2026-05-08T19:27:54.933245
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD432G3200HC16FDC01,Team,Team,https://www.newegg.com/team-group-t-force-vulcan-z-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-gray/p/N82E16820331618?Item=N82E16820331618,DDR4,DIMM,False,32,3200,16,16,False,2,7.81,249.99,5.525413097700675,2026-05-08T19:27:54.933580
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16CDC01,Team,Team,https://www.newegg.com/team-group-t-force-vulcan-z-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-gray/p/N82E16820331354?Item=N82E16820331354,DDR4,DIMM,False,16,3200,16,16,False,2,9.37,149.99,5.017213609456379,2026-05-08T19:27:54.933935
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-TZ5NR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374427?Item=9SIAG5BKUH7798,DDR5,DIMM,True,32,6000,30,30,False,2,15.25,488.0,6.192362489474872,2026-05-08T19:27:54.934248
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2E6000C36,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820236994?Item=N82E16820236994,DDR5,DIMM,False,32,6000,36,36,False,2,12.81,409.99,6.01856888329999,2026-05-08T19:27:54.934591
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GVK,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232928?Item=N82E16820232928,DDR4,DIMM,False,32,3600,18,18,False,2,8.75,279.99,5.638319081511895,2026-05-08T19:27:54.934904
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMK64GX5M2B5600C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-5600-cas-latency-cl40-desktop-memory-black/p/N82E16820236848?Item=9SIC6MHKW06197,DDR5,DIMM,False,64,5600,40,40,False,2,13.12,839.99,6.734579769295833,2026-05-08T19:27:54.935211
Patriot Memory Viper Venom RGB DDR5 RAM 32GB (2X16GB) 6000MT/s CL30 UDIMM Desktop Gaming Memory Kit - PVVR532G600C30K Compatible with AMD / Intel Gen14 Only,Patriot,Other,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-matte-black/p/0RN-002U-004U6?Item=0RN-002U-004U6,DDR5,DIMM,True,32,6000,30,30,False,2,12.19,389.99,5.968681984210738,2026-05-08T19:27:54.935527
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000Z38,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl38-desktop-memory-gray/p/N82E16820982307?Item=N82E16820982307,DDR5,DIMM,False,32,6000,38,38,False,2,12.5,399.99,5.99393648933976,2026-05-08T19:27:54.935876
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G16GX2-RS5K,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820374451?Item=N82E16820374451,DDR5,DIMM,False,32,6400,32,32,False,2,15.62,499.99,6.21658614080582,2026-05-08T19:27:54.936195
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model KF432C16BBK2/32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-memory-black/p/0RN-001J-01055?Item=0RN-001J-01055,DDR4,DIMM,False,32,3200,16,16,False,2,10.0,319.99,5.771409969996787,2026-05-08T19:27:54.936501
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF3D532G6000HC30DC01,Team,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820331845?Item=N82E16820331845,DDR5,DIMM,True,32,6000,30,30,False,2,14.69,469.99,6.154836862368523,2026-05-08T19:27:58.859295
G.SKILL 8GB DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-8GVKB,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-8gb-ddr4-3200-cas-latency-cl38-desktop-memory-black/p/N82E16820374299?Item=N82E16820374299,DDR4,DIMM,False,8,3200,16,16,False,1,8.75,69.99,4.262539022051294,2026-05-08T19:27:58.859902
Team T-Force Vulcan 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model FLBD516G5200HC40CDC01,Team,Team,https://www.newegg.com/team-group-t-force-vulcan-16gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820331865?Item=N82E16820331865,DDR5,DIMM,False,16,5200,40,40,False,2,15.0,239.99,5.484755438853831,2026-05-08T19:27:58.860666
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BBEAK2-32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820242861?Item=N82E16820242861,DDR5,DIMM,False,32,6000,30,30,False,2,15.62,499.99,6.21658614080582,2026-05-08T19:27:58.861212
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2N6000C30,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982134?Item=N82E16820982134,DDR5,DIMM,True,64,6000,30,30,False,2,18.59,1189.99,7.082540173014426,2026-05-08T19:27:58.861863
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G32GX2-TZ5RK,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-64gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820374432?Item=N82E16820374432,DDR5,DIMM,True,64,6400,32,32,False,2,15.31,979.99,6.888562265833489,2026-05-08T19:27:58.862377
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBEAK2-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-014J2?Item=0RN-001J-014J2,DDR5,DIMM,False,16,6000,36,36,False,2,17.5,279.99,5.638319081511895,2026-05-08T19:27:58.862748
Team Group T-CREATE EXPERT 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CTCWD532G6000HC30DC01,Team,Team,https://www.newegg.com/team-group-t-create-expert-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820985070?Item=N82E16820985070,DDR5,DIMM,False,32,6000,30,30,False,2,14.69,469.99,6.154836862368523,2026-05-08T19:27:58.863185
G.SKILL Flare X5 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model F5-5600J3636C8GH2-FX5,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-flare-x5-16gb-2-x-8gb-ddr5-5600-pc5-44800-cas-latency-cl36-desktop-memory-black/p/N82E16820374782?Item=N82E16820374782,DDR5,DIMM,False,16,5600,36,36,False,2,16.56,264.99,5.5834587140900656,2026-05-08T19:27:58.863794
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C38U5B,Crucial,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6400-cas-latency-cl38-desktop-memory-black/p/N82E16820156414?Item=9SIAM37KJD4441,DDR5,DIMM,False,32,6400,38,38,False,2,12.47,398.99,5.991439546795477,2026-05-08T19:27:58.864493
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL28 1.4V SK Hynix IC RGB Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSAL1660828KWK)",V-COLOR,Other,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000U2?Item=0RN-00MB-000U2,DDR5,DIMM,True,32,6000,28,28,False,2,13.75,439.99,6.089022199452786,2026-05-08T19:27:58.865161
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000)  Desktop Memory Model F5-6000J3636F16GX2-TZ5NR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374429?Item=N82E16820374429,DDR5,DIMM,True,32,6000,36,36,False,2,15.94,509.99,6.236350020540596,2026-05-08T19:27:58.865830
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Custom Lab Cherry Blossom Desktop Memory Model CMH32GX5M2B6000Z30CB - Gray,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982276?Item=N82E16820982276,DDR5,DIMM,True,32,6000,30,30,False,2,18.91,604.99,6.4068634842829955,2026-05-08T19:27:58.866552
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C32U5B,Crucial,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-desktop-memory-white/p/N82E16820156451?Item=N82E16820156451,DDR5,DIMM,False,32,6400,32,32,False,2,12.5,399.99,5.99393648933976,2026-05-08T19:27:58.867171
G.SKILL Flare X5 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model F5-5600J3636D32GX2-FX5,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-flare-x5-64gb-ddr5-5600-cas-latency-cl36-desktop-memory-black/p/N82E16820374441?Item=N82E16820374441,DDR5,DIMM,False,64,5600,36,36,False,2,14.84,949.99,6.857503547242996,2026-05-08T19:27:58.867809
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CMH64GX5M2A4800C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-4800-pc5-38400-cas-latency-cl40-desktop-memory-black/p/N82E16820982304?Item=N82E16820982304,DDR5,DIMM,False,64,4800,40,40,False,2,14.22,909.99,6.814531920251303,2026-05-08T19:27:58.868381
Crucial 16GB 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CT16G48C40U5,Crucial,Crucial,https://www.newegg.com/crucial-16gb-ddr5-4800-cas-latency-cl40-desktop-memory-black/p/N82E16820156284?Item=9SIAFYRKS27623,DDR5,DIMM,False,16,4800,40,40,False,1,12.5,199.99,5.30325515557766,2026-05-08T19:27:58.868994
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-TZ5RK,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374473?Item=9SIAGSCKSP2616,DDR5,DIMM,True,64,6000,36,36,False,2,14.14,904.99,6.809028268454472,2026-05-08T19:27:58.869615
CORSAIR Vengeance RGB Pro SL 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMH32GX4M2D3600C18W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-sl-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-white/p/N82E16820236708?Item=9SIAGHSKP77095,DDR4,DIMM,True,32,3600,18,18,False,2,7.81,250.0,5.5254529391317835,2026-05-08T19:27:58.870241
Crucial Pro Overclocking 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K32G60C40U5W,Crucial,Crucial,https://www.newegg.com/crucial-pro-overclocking-64gb-ddr5-6000-cas-latency-cl40-desktop-memory-white/p/N82E16820156420?Item=N82E16820156420,DDR5,DIMM,False,64,6000,40,40,False,2,11.5,735.99,6.602574323576253,2026-05-08T19:27:58.870951
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BWEAK2-32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-white/p/N82E16820242863?Item=N82E16820242863,DDR5,DIMM,False,32,6000,30,30,False,2,15.62,499.99,6.21658614080582,2026-05-08T19:27:58.871640
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000Z38,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl38-desktop-memory-gray/p/N82E16820982308?Item=N82E16820982308,DDR5,DIMM,True,32,6000,38,38,False,2,14.06,449.99,6.111445166307853,2026-05-08T19:27:58.872058
XPG LANCER 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-CLARBK,XPG,Other,https://www.newegg.com/xpg-lancer-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820246105?Item=N82E16820246105,DDR5,DIMM,False,16,6000,30,30,False,1,12.5,199.99,5.30325515557766,2026-05-08T19:27:58.872513
Patriot Viper Venom RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model PVVR532G560C36K,Patriot,Other,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-5600-cas-latency-cl36-desktop-memory-matte-black/p/N82E16820225309?Item=N82E16820225309,DDR5,DIMM,True,32,5600,36,36,False,2,11.87,379.99,5.94277312806309,2026-05-08T19:27:58.872905
Kingston FURY Beast 16GB DDR4 3200MHz DIMM Memory Module,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/0RN-001J-00ZV8?Item=0RN-001J-00ZV8,DDR4,DIMM,False,16,3200,-1,16,True,1,10.0,159.99,5.081342251254203,2026-05-08T19:27:58.873246
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6400MHz CL32 1.4V SK Hynix IC Gaming Desktop Memory Module Black, for AMD EXPO TMXSAO1664832KKK",V-COLOR,Other,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory/p/0RN-00MB-000V2?Item=0RN-00MB-000V2,DDR5,DIMM,False,32,6400,32,32,False,2,13.12,419.99,6.042609080431154,2026-05-08T19:27:58.873635
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z-neo-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232861?Item=N82E16820232861,DDR4,DIMM,True,32,3600,16,16,False,2,10.62,339.99,5.831853151340319,2026-05-08T19:27:58.873973
Crucial Pro Overclocking 64GB (2 x 32GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K32G64C40U5W,Crucial,Crucial,https://www.newegg.com/crucial-pro-overclocking-64gb-ddr5-6400-cas-latency-cl40-desktop-memory-white/p/N82E16820156422?Item=N82E16820156422,DDR5,DIMM,False,64,6400,40,40,False,2,11.72,749.99,6.621392336096254,2026-05-08T19:27:58.874338
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH96GX5M2E6000Z36,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-96gb-ddr5-6000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982273?Item=N82E16820982273,DDR5,DIMM,True,96,6000,36,36,False,2,13.8,1324.99,7.189914629239241,2026-05-08T19:27:58.874674
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GVKC,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232907?Item=N82E16820232907,DDR4,DIMM,False,32,3600,16,16,False,2,10.31,329.99,5.802088163440325,2026-05-08T19:27:58.875020
Kingston Kingston Fury 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEK2-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-kingston-fury-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/0RN-001J-014H8?Item=0RN-001J-014H8,DDR5,DIMM,False,16,5600,36,36,False,2,15.62,249.99,5.525413097700675,2026-05-08T19:27:58.875494
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZRC,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232906?Item=N82E16820232906,DDR4,DIMM,True,32,3600,16,16,False,2,10.62,339.99,5.831853151340319,2026-05-08T19:27:58.876227
Team T-CREATE EXPERT 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CTCED596G6400HC32ADC01,Team,Team,https://www.newegg.com/team-group-t-create-expert-96gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820985240?Item=N82E16820985240,DDR5,DIMM,False,96,6400,32,32,False,2,14.58,1399.99,7.24493440855279,2026-05-08T19:27:58.877123
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK32GX5M2B5200C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820236827?Item=N82E16820236827,DDR5,DIMM,False,32,5200,40,40,False,2,14.62,467.99,6.150581446257343,2026-05-08T19:27:58.878477
G.SKILL Trident Z5 Neo RGB Series 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3444F64GX2-TZ5NR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl34-desktop-memory-black/p/N82E16820374762?Item=N82E16820374762,DDR5,DIMM,True,128,6000,34,34,False,2,22.66,2899.99,7.972807337028251,2026-05-08T19:27:58.879091
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Memory Kit Model CMK32GX4M2A2666C16,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-2666-cas-latency-cl16-memory-kit-black/p/N82E16820233853?Item=N82E16820233853,DDR4,DIMM,False,32,2666,16,16,False,2,8.12,259.99,5.564482092412441,2026-05-08T19:27:58.879822
XPG LANCER RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-DCLARBK,XPG,Other,https://www.newegg.com/xpg-lancer-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820246061?Item=N82E16820246061,DDR5,DIMM,True,32,6000,30,30,False,2,12.81,409.99,6.01856888329999,2026-05-08T19:28:02.836242
Patriot Viper Venom RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model PVVR532G600C36K Compatible with AMD / Intel Gen14 Only,Patriot,Other,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-matte-black/p/N82E16820225310?Item=N82E16820225310,DDR5,DIMM,True,32,6000,36,36,False,2,12.19,389.99,5.968681984210738,2026-05-08T19:28:02.836591
G.SKILL Trident Z5 Neo RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040G32GX2-TZ5NR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374445?Item=9SIA1K6JSM1238,DDR5,DIMM,True,64,6000,30,30,False,2,16.34,1045.78,6.953474064627083,2026-05-08T19:28:02.836943
Silicon Power 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model SP016GXLZU320BDAJ5,Silicon,Other,https://www.newegg.com/silicon-power-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black-gray/p/N82E16820301458?Item=9SIBDGPJ9V7164,DDR4,DIMM,False,16,3200,-1,16,True,2,7.36,117.79,4.777357228301448,2026-05-08T19:28:02.837311
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GVK,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-16gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232882?Item=N82E16820232882,DDR4,DIMM,False,16,3600,18,18,False,2,10.0,159.99,5.081342251254203,2026-05-08T19:28:02.837676
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP64GX5M2B6000Z30,CORSAIR,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982101?Item=N82E16820982101,DDR5,DIMM,False,64,6000,30,30,False,2,19.92,1274.99,7.15147762688343,2026-05-08T19:28:02.838005
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK16GX5M2B5200C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820236993?Item=N82E16820236993,DDR5,DIMM,False,16,5200,40,40,False,2,16.87,269.99,5.602081919829862,2026-05-08T19:28:02.838341
A-Tech 2GB DDR3 1333MHz DIMM PC3-10600 UDIMM Non-ECC 1.5V CL9 240-Pin Desktop Computer RAM Memory Upgrade Module,A-Tech,Other,https://www.newegg.com/a-tech-2gb/p/0RN-005A-00TZ5?Item=9SIAMBVK7H7138,DDR3,DIMM,False,2,1333,-1,10,True,1,7.26,14.51,2.7414849771884473,2026-05-08T19:28:02.838676
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK64GX5M2D6000C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl40-desktop-memory-black/p/N82E16820982281?Item=N82E16820982281,DDR5,DIMM,False,64,6000,40,40,False,2,27.73,1774.99,7.482113292905633,2026-05-08T19:28:02.839021
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH64GX5M2N6400C32,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820982255?Item=N82E16820982255,DDR5,DIMM,True,64,6400,32,32,False,2,19.16,1225.99,7.11231929471845,2026-05-08T19:28:02.839355
CORSAIR Vengeance 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMK64GX5M2B6000Z30,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982030?Item=N82E16820982030,DDR5,DIMM,False,64,6000,30,30,False,2,18.12,1159.99,7.05702836839637,2026-05-08T19:28:02.839702
Patriot Viper 3 16GB (2 x 8GB) 240-Pin PC RAM DDR3 1866 (PC3 15000) Desktop Memory Model PV316G186C0K,Patriot,Other,https://www.newegg.com/patriot-memory-viper-3-16gb-ddr3-1866-cas-latency-cl10-desktop-memory-black/p/N82E16820220694?Item=N82E16820220694,DDR3,DIMM,False,16,1866,-1,10,True,2,3.5,55.99,4.0428758138469085,2026-05-08T19:28:02.840028
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232476?Item=9SIB0ASKNJ2025,DDR4,DIMM,True,16,3200,16,16,False,2,10.38,166.0,5.117993812416755,2026-05-08T19:28:02.840393
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMH64GX5M2D5600Z40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-5600-pc5-44800-cas-latency-cl40-desktop-memory-gray/p/N82E16820982303?Item=N82E16820982303,DDR5,DIMM,False,64,5600,40,40,False,2,12.5,799.99,6.685848462595922,2026-05-08T19:28:02.840753
