title,brand,source_url,ddr_type,capacity_gb,speed_mhz,cas_latency,num_sticks,form_factor,has_rgb,price_usd,scraped_at
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB12AK2/32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242800?Item=N82E16820242800,DDR4,32,3200,16,2,DIMM,False,379.99,2026-05-08T19:28:07.430870
KingBank Computer Desktop Memory Ram DDR4 16GB(2x8GB) 2666MHz CL19 1.2V with Heatsink for Desktop Computer High Performance Gaming Office,KingBank,https://www.newegg.com/kingbank-16gb-ddr4-2666-cas-latency-cl19-memory-silver/p/0RN-012W-00035?Item=9SIBW2BKA84983,DDR4,16,2666,19,2,DIMM,False,149.99,2026-05-08T19:28:07.431205
Kingston FURY Beast RGB 16GB DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEA-16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-rgb-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/N82E16820242734?Item=9SIA2W0KPS6696,DDR5,16,5600,36,1,DIMM,True,225.99,2026-05-08T19:28:07.431523
Kingston KF556C36BBEAK2-16 16GB (2 x 8GB) DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEAK2-16,Kingston,https://www.newegg.com/kingston-technology-corp-kf556c36bbeak2-16-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/0RN-001J-014J0?Item=0RN-001J-014J0,DDR5,16,5600,36,2,DIMM,False,269.99,2026-05-08T19:28:07.431879
CORSAIR Vengeance 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMK128GX5M2B6400C42,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6400-cas-latency-cl42-desktop-memory-black/p/N82E16820982274?Item=N82E16820982274,DDR5,128,6400,42,2,DIMM,False,1779.99,2026-05-08T19:28:07.432222
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) XMP 3.0 AMD EXPO Desktop Memory Model CMH32GX5M2B6000Z30K,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820236909?Item=N82E16820236909,DDR5,32,6000,-1,2,DIMM,True,604.99,2026-05-08T19:28:07.432569
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7000 (PC5 56000) Desktop Memory Model CMH32GX5M2X7000C36,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-7000-cas-latency-cl36-desktop-memory-black/p/N82E16820982106?Item=N82E16820982106,DDR5,32,7000,36,2,DIMM,True,619.99,2026-05-08T19:28:07.433052
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL26 1.45V SK Hynix IC Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSO1660826KKK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl26-memory-desktop-memory-black/p/0RN-00MB-000V4?Item=0RN-00MB-000V4,DDR5,32,6000,26,2,DIMM,False,489.99,2026-05-08T19:28:07.433474
XPG LANCER 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-DCLABK,XPG,https://www.newegg.com/xpg-lancer-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820246064?Item=N82E16820246064,DDR5,32,6000,30,2,DIMM,False,409.99,2026-05-08T19:28:07.433795
CORSAIR Vengeance RGB 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH128GX5M2D6000C40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl40-desktop-memory-black/p/N82E16820982280?Item=N82E16820982280,DDR5,128,6000,40,2,DIMM,True,1789.99,2026-05-08T19:28:07.434109
Patriot Viper Elite 5 32GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model PVER532G60C30W Compatible /w AMD / Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-elite-5-32gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-white/p/N82E16820225417?Item=N82E16820225417,DDR5,32,6000,30,1,DIMM,False,399.99,2026-05-08T19:28:07.434436
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2B6000Z28,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6000-cas-latency-cl28-desktop-memory-gray/p/N82E16820982248?Item=N82E16820982248,DDR5,64,6000,-1,2,DIMM,True,1219.99,2026-05-08T19:28:07.434770
G.SKILL Flare X5 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374656?Item=9SIC0X3KTG8318,DDR5,64,6000,-1,2,DIMM,False,849.0,2026-05-08T19:28:07.435118
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF4D532G6000HC28ADC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl28-desktop-memory-white/p/N82E16820985265?Item=N82E16820985265,DDR5,32,6000,28,2,DIMM,True,599.99,2026-05-08T19:28:07.435492
Timetec 8GB DDR4 2400MHz (PC4-2400T) PC4-19200 UDIMM Desktop RAM  288-Pin 1.2V CL17 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,https://www.newegg.com/timetec-8gb-288-pin-ddr4-sdram/p/0RN-00A3-000N1?Item=9SIA56XA8J3270,DDR4,8,2400,17,1,DIMM,False,57.99,2026-05-08T19:28:07.435814
Kingston FURY Beast RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C40BBAK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-5600-cas-latency-cl40-memory-black/p/0RM-001W-00680?Item=0RM-001W-00680,DDR5,32,5600,40,2,DIMM,True,459.99,2026-05-08T19:28:07.436134
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CMK64GX5M2A4800C40,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-4800-cas-latency-cl40-desktop-memory-black/p/N82E16820236875?Item=N82E16820236875,DDR5,64,4800,40,2,DIMM,False,904.99,2026-05-08T19:28:11.473752
Thermaltake TOUGHRAM XG RGB D5 Memory DDR5 6400MT/s 32GB (16GB x2) White RG34D516GX2-6400C36B,Thermaltake,https://www.newegg.com/p/0RN-009B-000B3?Item=9SIA8EFKPR6178,DDR5,32,6400,-1,1,DIMM,True,399.99,2026-05-08T19:28:11.474099
KingSpec DDR4 RAM RGB 16GB Memory Module 3600 MHz 288-Pin 1.35V UDIMM with Silver Heat Dissipation Vest for Computer Desktop PC Memories Module Gaming,KingSpec,https://www.newegg.com/kingspec-ddr4-pc-series-16gb-ddr4-3600-cas-latency-cl18-memory-silver/p/0RN-00FW-00036?Item=9SIB1V8K8T4547,DDR4,16,3600,-1,1,DIMM,True,111.99,2026-05-08T19:28:11.474477
G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin PC RAM DDR3 1600 (PC3 12800) Low Profile Extreme Performance Memory Model F3-1600C9D-16GAB,G.SKILL,https://www.newegg.com/g-skill-ares-series-16gb-ddr3-1600-cas-latency-cl9-low-profile-extreme-performance-memory-blue/p/N82E16820231847?Item=N82E16820231847,DDR3,16,1600,-1,2,DIMM,False,99.99,2026-05-08T19:28:11.474865
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BBEAK2-64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820242865?Item=N82E16820242865,DDR5,64,6000,30,2,DIMM,False,1099.99,2026-05-08T19:28:11.475268
Crucial 4GB 240-Pin PC RAM DDR3L 1600 (PC3L 12800) Desktop Memory Model CT51264BD160B,Crucial,https://www.newegg.com/crucial-4gb-ddr3l-1600-cas-latency-cl11-desktop-memory-green/p/N82E16820148473?Item=9SIB3T1KSA7713,unknown,4,0,-1,1,DIMM,False,19.05,2026-05-08T19:28:11.475823
Lexar 32GB (1 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model LD4AU032G-B3200GSST - OEM,Lexar,https://www.newegg.com/lexar-32gb-ddr3-3200-pc3-25600-cas-latency-cl22-memory-desktop-memory/p/0RN-004W-00057?Item=0RN-004W-00057,DDR4,32,3200,-1,1,DIMM,False,189.99,2026-05-08T19:28:11.476266
Crucial 4GB DDR4 3200 (PC4 25600) Desktop Memory Model CT4G4DFS632A,Crucial,https://www.newegg.com/crucial-4gb-ddr4-3200-cas-latency-cl22-desktop-memory/p/N82E16820156221?Item=9SIB3T1KSA7943,DDR4,4,3200,-1,1,DIMM,False,41.82,2026-05-08T19:28:11.476908
Patriot Viper Xtreme 5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model PVX532G64C32K,Patriot,https://www.newegg.com/patriot-memory-viper-xtreme-5-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-black/p/N82E16820225412?Item=N82E16820225412,DDR5,32,6400,32,2,DIMM,False,389.99,2026-05-08T19:28:11.477357
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Custom Lab GBT Wood Desktop Memory Model CMH32GX5M2E6000Z36WGWL,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory/p/N82E16820982328?Item=N82E16820982328,DDR5,32,6000,-1,2,DIMM,True,439.99,2026-05-08T19:28:11.478119
Patriot Viper Venom RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model PVV532G640C32K Compatible with AMD / Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-matte-black/p/N82E16820225336?Item=N82E16820225336,DDR5,32,6400,32,2,DIMM,True,449.99,2026-05-08T19:28:11.478499
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2B6000Z28,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl28-desktop-memory-gray/p/N82E16820982210?Item=N82E16820982210,DDR5,32,6000,-1,2,DIMM,True,627.99,2026-05-08T19:28:11.478885
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000C30,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982097?Item=N82E16820982097,DDR5,32,6000,30,2,DIMM,False,639.99,2026-05-08T19:28:11.479267
Used - Like New CORSAIR Vengeance LPX 32GB (2 x 16GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMK32GX4M2B3200C16,Used,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820233894?Item=9SIC4F4KSY3217,DDR4,32,3200,16,2,DIMM,False,194.95,2026-05-08T19:28:11.479649
Kingston FURY Beast 64GB (2 x 32GB) DDR4 3600 (PC4 28800) Memory (Desktop Memory) Model KF436C18BBK2/64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3600-cas-latency-cl18-memory-black/p/0RN-001J-01081?Item=0RN-001J-01081,DDR4,64,3600,18,2,DIMM,False,699.99,2026-05-08T19:28:11.480008
Patriot Viper Steel 16GB 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model PVS416G320C6,Patriot,https://www.newegg.com/patriot-memory-viper-steel-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-gunmetal-grey/p/N82E16820225169?Item=N82E16820225169,DDR4,16,3200,-1,1,DIMM,False,149.99,2026-05-08T19:28:11.480381
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6600 (PC5 52800) Desktop Memory Model CMP64GX5M2X6600C32,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6600-cas-latency-cl32-desktop-memory-black/p/N82E16820982080?Item=N82E16820982080,DDR5,64,6600,32,2,DIMM,False,1274.99,2026-05-08T19:28:11.480761
CORSAIR Vengeance 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK96GX5M2E6000C36,CORSAIR,https://www.newegg.com/corsair-vengeance-96gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820982270?Item=N82E16820982270,DDR5,96,6000,36,2,DIMM,False,1314.99,2026-05-08T19:28:11.481120
Team T-Force Vulcan ECO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model FLESD532G6400HC38JDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-eco-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl38-desktop-memory-silver/p/N82E16820985371?Item=N82E16820985371,DDR5,32,6400,38,2,DIMM,False,449.99,2026-05-08T19:28:11.481669
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BWEK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-white/p/N82E16820242862?Item=N82E16820242862,DDR5,32,6000,30,2,DIMM,False,479.99,2026-05-08T19:28:11.482047
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model KF564C32BBEAK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6400-cas-latency-cl32-memory-black/p/N82E16820242869?Item=9SIAEYEKBG8815,DDR5,32,6400,32,2,DIMM,False,495.0,2026-05-08T19:28:11.482557
Used - Like New CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2Z3600C18,Used,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820236608?Item=9SIC4F4KT86781,DDR4,32,3600,18,2,DIMM,False,249.95,2026-05-08T19:28:11.483251
Kingston 2GB DDR3 1600 (PC3 12800) Desktop Memory Model KVR16N11S6/2,Kingston,https://www.newegg.com/kingston-technology-corp-2gb-ddr3-1600-cas-latency-cl11-desktop-memory-black/p/N82E16820239850?Item=9SIAE9AKA89058,DDR3,2,1600,-1,1,DIMM,False,24.99,2026-05-08T19:28:11.483870
G.SKILL Trident Z5 Neo Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-TZ5NRW,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-series-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-white/p/N82E16820374659?Item=N82E16820374659,DDR5,64,6000,-1,2,DIMM,False,979.99,2026-05-08T19:28:11.484309
G.SKILL Aegis 32GB (4 x 8GB) DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16Q-32GIS,G.SKILL,https://www.newegg.com/g-skill-aegis-32gb-ddr4-3200-cas-latency-cl16-memory-kit-black-red/p/N82E16820232886?Item=N82E16820232886,DDR4,32,3200,16,4,DIMM,False,229.99,2026-05-08T19:28:11.484689
v-color DDR4 16GB 3200MT/s (PC4-25600) CL22 U-DIMM 1.2V Desktop Memory Module with Heatsink (Black) (TD416G32D822DSPKKS),v-color,https://www.newegg.com/v-color-standard-series-16gb-ddr4-3200-pc4-25600-cas-latency-cl22-memory-desktop-memory-black/p/0RN-00MB-000W1?Item=0RN-00MB-000W1,DDR4,16,3200,22,1,DIMM,False,119.99,2026-05-08T19:28:11.485086
Samsung 16GB DDR4 3200MHz PC4-25600 1.2V 1Rx8 288-Pin UDIMM Desktop RAM Memory Module M378A2G43AB3-CWE,Samsung,https://www.newegg.com/samsung-16gb-ddr4-3200-cas-latency-cl22-memory-green/p/0RN-001H-01WX1?Item=9SIAWKTKTU5224,DDR4,16,3200,-1,1,DIMM,False,136.69,2026-05-08T19:28:11.485444
G.SKILL Aegis 32GB (2 x 16GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19D-32GIS,G.SKILL,https://www.newegg.com/g-skill-aegis-32gb-ddr4-2666-cas-latency-cl19-desktop-memory-black-red/p/N82E16820232765?Item=N82E16820232765,DDR4,32,2666,19,2,DIMM,False,259.99,2026-05-08T19:28:11.485844
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000Z30,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982102?Item=N82E16820982102,DDR5,32,6000,-1,2,DIMM,False,639.99,2026-05-08T19:28:11.486323
Ballistix Sport 4GB DDR3 1600 (PC3 12800) Desktop Memory Model BLS4G3D1609DS1S00,Ballistix,https://www.newegg.com/ballistix-sport-4gb-ddr3-1600-cas-latency-cl9-desktop-memory/p/N82E16820148539?Item=9SIAU3BHRW1536,DDR3,4,1600,-1,1,DIMM,False,15.71,2026-05-08T19:28:11.486928
GUDGA DDR4 8GB 3200MHz 1.35V 288-Pin Desktop Memory RAM for Computer Hardware,GUDGA,https://www.newegg.com/gudga-8gb-ddr4-3200-cas-latency-cl18-memory-white/p/0RN-016J-00005?Item=9SIBV0AKFK9601,DDR4,8,3200,-1,1,DIMM,False,48.99,2026-05-08T19:28:11.487320
Hynix 8 GB PC4-3200 DDR4-25600Hmz UDIMM HMA81GU6DJR8N-XN Non ECC Desktop Memory 1.2V 288pin,Hynix,https://www.newegg.com/sk-hynix-desktop-memory-8gb-ddr4-3200-cas-latency-cl22/p/0RN-00BX-000E9?Item=9SIAU3BHAK0160,DDR4,8,25600,-1,1,DIMM,False,59.98,2026-05-08T19:28:11.487744
Silicon Power DDR5 32GB (2x16GB) Zenith 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60AFDESK Black,Silicon,https://www.newegg.com/silicon-power-zenith-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/0RN-002K-000H6?Item=9SIBDGPK7E6529,DDR5,32,6000,30,2,DIMM,False,399.79,2026-05-08T19:28:11.488210
Crucial 8GB DDR4 2133 (PC4 17000) Desktop Memory Model CT8G4DFD8213,Crucial,https://www.newegg.com/crucial-8gb-ddr4-2133-cas-latency-cl15-desktop-memory-green/p/N82E16820148857?Item=9SIAMBVK926463,DDR4,8,2133,-1,1,DIMM,False,60.99,2026-05-08T19:28:11.488928
V-COLOR DDR5 TUF GAMING ALLIANCE Manta XFinity 64GB (32GBx2) 6400MHz CL32 1.4V AMD EXPO SK Hynix Original IC RGB Gaming Desktop Upgrade RAM Memory Module White (GTMXFAL3264832WWK),V-COLOR,https://www.newegg.com/p/0RN-00MB-000T0?Item=0RN-00MB-000T0,DDR5,64,6400,32,1,DIMM,True,769.99,2026-05-08T19:28:11.489648
Crucial Pro 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K16G60C48U5,Crucial,https://www.newegg.com/crucial-pro-32gb-ddr5-6000-cas-latency-cl48-desktop-memory-black/p/N82E16820156393?Item=9SIA8H5KNT8854,DDR5,32,6000,48,2,DIMM,False,429.75,2026-05-08T19:28:11.490186
Timetec 16GB DDR4 2666MHz (PC4-2666V) PC4-21300 UDIMM Desktop RAM  288-Pin 1.2V CL19 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,https://www.newegg.com/timetec-16gb-288-pin-ddr4-sdram/p/0RN-00A3-000P1?Item=9SIA56XA8T0463,DDR4,16,2666,19,1,DIMM,False,102.99,2026-05-08T19:28:15.045355
Silicon Power DDR4 16GB Kit (2x8GB) 3200MHz (PC4-25600) CL22 UDIMM 288-Pin Desktop Computer Memory SP016GBLFU320B22,Silicon,https://www.newegg.com/silicon-power-sp016gblfu320b22-16gb-8gbx2-3200-mhz-cas-latency-22-memory-desktop-memory-standard/p/0RN-002K-000M6?Item=9SIBDGPKPW5373,DDR4,16,3200,22,2,DIMM,False,124.99,2026-05-08T19:28:15.045754
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop memory Model CMK64GX5M2B6400C32,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820236959?Item=N82E16820236959,DDR5,64,6400,32,2,DIMM,False,1219.99,2026-05-08T19:28:15.046156
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMH16GX5M2B5600Z40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-5600-pc5-44800-cas-latency-cl40-desktop-memory-gray/p/N82E16820982325?Item=N82E16820982325,DDR5,16,5600,-1,2,DIMM,True,284.99,2026-05-08T19:28:15.046528
Crucial 8GB Single DDR4 2666 MT/s (PC4-21300) SR x8 DIMM 288-Pin Memory - CT8G4DFS8266,Crucial,https://www.newegg.com/crucial-8gb-ddr4-2666-cas-latency-cl19-memory-green/p/0RN-0005-00HJ9?Item=9SIAMBVK926478,DDR4,8,2666,-1,1,DIMM,False,64.99,2026-05-08T19:28:15.046914
CORSAIR Vengeance 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2E6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982114?Item=N82E16820982114,DDR5,32,6000,-1,2,DIMM,False,474.99,2026-05-08T19:28:15.047290
Patriot VENOM 32GB 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model PVVR532G56C36,Patriot,https://www.newegg.com/patriot-memory-venom-32gb-ddr5-5600-pc5-44800-cas-latency-cl36-desktop-memory-black/p/N82E16820225414?Item=N82E16820225414,DDR5,32,5600,36,1,DIMM,False,389.99,2026-05-08T19:28:15.047651
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model PVS416G360C8K,Patriot,https://www.newegg.com/patriot-memory-viper-steel-16gb-ddr4-3600-cas-latency-cl18-desktop-memory-gunmetal-grey/p/N82E16820225204?Item=9SIA4P0KV98587,DDR4,16,3600,-1,2,DIMM,False,188.43,2026-05-08T19:28:15.048032
Kingston FURY Beast 128GB (2 x 64GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEK2-128,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-128gb-2-x-64gb-ddr5-5600-pc5-44800-cas-latency-cl36-memory-desktop-memory-black/p/0RN-001J-015D2?Item=0RN-001J-015D2,DDR5,128,5600,36,2,DIMM,False,2149.99,2026-05-08T19:28:15.048392
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMK32GX5M2B5600C40,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-5600-cas-latency-cl40-desktop-memory-black/p/N82E16820982069?Item=N82E16820982069,DDR5,32,5600,40,2,DIMM,False,469.99,2026-05-08T19:28:15.049006
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 7200 (PC5 57600) Desktop Memory Model CMP32GX5M2X7200C34W,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-7200-cas-latency-cl34-desktop-memory-white/p/N82E16820982071?Item=N82E16820982071,DDR5,32,7200,34,2,DIMM,False,674.99,2026-05-08T19:28:15.049378
CORSAIR Vengeance 32GB (2 x 16GB) DDR5 5600 (PC5 44800) Desktop Memory Model CMK32GX5M2B5600Z40,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-5600-cas-latency-cl40-desktop-memory-gray/p/N82E16820982109?Item=N82E16820982109,DDR5,32,5600,-1,2,DIMM,False,469.99,2026-05-08T19:28:15.049737
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMH64GX5M2B5600C40W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-5600-cas-latency-cl40-desktop-memory-white/p/N82E16820982107?Item=N82E16820982107,DDR5,64,5600,40,2,DIMM,True,919.99,2026-05-08T19:28:15.050117
"V-COLOR OLED XFinity+ DDR5 32GB (2x16GB) 8000MHz CL40 1.35V SK Hynix IC RGB Gaming Desktop Memory with Built-in OLED Display, White, for AMD EXPO (OTMXFAL1680840WWK)",V-COLOR,https://www.newegg.com/v-color-manta-xfinity-32gb-2-x-16gb-ddr5-8000-pc5-64000-cas-latency-cl40-memory-desktop-memory/p/0RN-00MB-000U9?Item=0RN-00MB-000U9,DDR5,32,8000,40,2,DIMM,True,549.99,2026-05-08T19:28:15.050464
"V-COLOR OLED XFinity+ DDR5 64GB (2x32GB) 8000MHz CL40 1.35V SK Hynix IC RGB Gaming Desktop Memory with Built-in OLED Display, Black, for AMD EXPO (OTMXFAL3280840KWK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl42-memory-desktop-memory/p/0RN-00MB-000U5?Item=0RN-00MB-000U5,DDR5,64,8000,40,2,DIMM,True,899.99,2026-05-08T19:28:15.050853
Kingston FURY Beast 128GB (4 x 32GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Memory (Desktop Memory) Model KF552C40BBK4-128,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-128gb-ddr5-5200-cas-latency-cl40-memory-black/p/0RM-001W-006P3?Item=0RM-001W-006P3,DDR5,128,5200,40,4,DIMM,False,1899.99,2026-05-08T19:28:15.051288
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model CMH32GX5M2X7200C34,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-7200-cas-latency-cl34-desktop-memory-black/p/N82E16820236937?Item=N82E16820236937,DDR5,32,7200,34,2,DIMM,True,629.99,2026-05-08T19:28:15.051627
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2B6000Z30W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982236?Item=N82E16820982236,DDR5,32,6000,-1,2,DIMM,True,604.99,2026-05-08T19:28:15.051971
